brand,product_id,sales
samsung,18001013,5
samsung,1003225,4
samsung,1003912,4
samsung,1004168,4
samsung,1004382,4
samsung,18000797,4
samsung,18000917,4
samsung,18001007,4
samsung,18001015,4
samsung,18001022,4
samsung,18001542,4
samsung,1002042,3
samsung,1002757,3
samsung,1003657,3
samsung,1003865,3
samsung,1003913,3
samsung,1004163,3
samsung,18000011,3
samsung,18000053,3
samsung,18000101,3
samsung,18000155,3
samsung,18000191,3
samsung,18000221,3
samsung,18000803,3
samsung,18000918,3
samsung,100009971,3
samsung,1003711,2
samsung,1004980,2
samsung,18000035,2
samsung,18000050,2
samsung,18000080,2
samsung,18000130,2
samsung,18000162,2
samsung,18000656,2
samsung,18000734,2
samsung,18000972,2
samsung,18000994,2
samsung,18001009,2
samsung,18001020,2
samsung,18001348,2
samsung,100074201,2
samsung,1003952,1
samsung,1004982,1
samsung,18000033,1
samsung,18000077,1
samsung,18000082,1
samsung,18000091,1
samsung,18000103,1
samsung,18000105,1
samsung,18000123,1
samsung,18000911,1
samsung,18000989,1
samsung,18000993,1
samsung,18001044,1
samsung,18001105,1
samsung,18001158,1
samsung,18001422,1
samsung,18001692,1
samsung,100009964,1
sony,1004727,182
sony,1004730,161
sony,1004395,123
sony,1004735,120
sony,1004732,93
sony,1003726,85
sony,1004734,75
sony,1004736,75
sony,1004909,56
sony,1004729,50
sony,1003368,43
sony,1004728,36
sony,1004738,30
sony,1003752,29
sony,1004388,29
sony,1003747,23
sony,1003371,21
sony,1004737,20
sony,1005270,20
sony,1003751,17
sony,1004733,15
sony,1003750,14
sony,1004910,11
sony,1003114,9
sony,1003442,8
sony,1004393,8
sony,1004911,7
sony,1004912,7
sony,1002398,6
sony,1003746,6
sony,1005271,6
sony,100010562,6
sony,1003168,4
sony,1003727,4
sony,1002396,2
sony,1002494,2
sony,1003112,2
sony,1003159,1
sony,1003755,1
sony,1003760,1
sony,1004394,1
takeit,18001365,2
tecno,1005093,89
tecno,1005092,71
tecno,1005094,30
tecno,1005241,23
tecno,1005091,12
tecno,1005089,10
tecno,1005090,10
tecno,100017952,2
tecno,100017958,2
tecno,100017957,1
texet,1004097,19
texet,1003956,2
texet,1003931,1
tp-link,1005096,217
tp-link,1004174,180
tp-link,1005054,125
tp-link,1005172,102
tp-link,1005262,86
tp-link,1004175,73
tp-link,1005088,42
tp-link,1005053,27
tp-link,1005097,27
tp-link,1004542,21
tp-link,1005052,21
tp-link,1004194,6
tp-link,1004596,6
tp-link,1004543,5
tp-link,1004680,4
tp-link,1004193,1
umi,1005259,150
umi,1005258,23
vega,36700029,10
vega,36700032,10
vega,36700025,8
vega,36700026,8
vega,36700027,5
vega,36700023,4
vega,36700030,4
vega,36700028,3
vega,36700033,3
vega,36700037,3
vega,36700044,3
vega,36700024,2
vega,36700031,2
vega,36700035,2
vega,36700038,1
vertex,1003455,2
vivo,1005069,802
vivo,1004934,697
vivo,1005243,460
vivo,1005070,428
vivo,1004991,352
vivo,1004937,320
vivo,1004939,310
vivo,1005191,192
vivo,1004940,160
vivo,1004935,122
vivo,1005190,114
vivo,1005244,98
vivo,1005289,63
vivo,1004932,59
vivo,1004931,33
vivo,1005282,31
x-level,18001439,6
xiaomi,1005160,9310
xiaomi,1004741,8165
xiaomi,1004739,5651
xiaomi,1005161,4375
xiaomi,1005008,3838
xiaomi,1005239,3818
xiaomi,1005159,3663
xiaomi,1005217,2866
xiaomi,1005203,2515
xiaomi,1004777,2298
xiaomi,1005253,2043
xiaomi,1005006,2036
xiaomi,1005204,1858
xiaomi,1005031,1827
xiaomi,1004794,1647
xiaomi,1004958,1550
xiaomi,1004788,1466
xiaomi,1004957,1432
xiaomi,1005221,1231
xiaomi,1005007,1217
xiaomi,1005062,1195
xiaomi,1005102,1117
xiaomi,1004133,1020
xiaomi,1005158,1011
xiaomi,1005101,927
xiaomi,1004795,915
xiaomi,1005195,828
xiaomi,1005009,708
xiaomi,1004956,560
xiaomi,1005256,558
xiaomi,1005157,555
xiaomi,1005064,554
xiaomi,1004776,456
xiaomi,1005103,451
xiaomi,1005266,435
xiaomi,1005165,429
xiaomi,1004038,426
xiaomi,1004161,421
xiaomi,1004775,391
xiaomi,1004740,380
xiaomi,1005066,377
xiaomi,1004792,368
xiaomi,1005232,344
xiaomi,1005166,336
xiaomi,1005156,319
xiaomi,1004809,290
xiaomi,1005151,275
xiaomi,1004779,272
xiaomi,1004166,269
xiaomi,1004402,265
xiaomi,1005196,260
xiaomi,1004867,257
xiaomi,1005234,255
xiaomi,1005065,250
xiaomi,1004805,248
xiaomi,1005162,247
xiaomi,1005164,236
xiaomi,1005233,228
xiaomi,1005264,225
xiaomi,1004026,215
xiaomi,1004877,215
xiaomi,1005167,200
xiaomi,1005223,197
xiaomi,1004743,188
xiaomi,1005265,166
xiaomi,1004575,165
xiaomi,1004793,165
xiaomi,1004144,163
xiaomi,1005288,162
xiaomi,1004449,160
xiaomi,100005682,159
xiaomi,1004808,146
xiaomi,1004806,140
xiaomi,1004505,134
xiaomi,1004139,132
xiaomi,1005163,132
xiaomi,1005023,129
xiaomi,1005287,128
xiaomi,1004147,126
xiaomi,1004669,114
xiaomi,100009754,113
xiaomi,1004205,112
xiaomi,1004024,111
xiaomi,1004797,109
xiaomi,1004855,108
xiaomi,1004199,104
xiaomi,1005033,103
xiaomi,1005153,100
xiaomi,1004140,97
xiaomi,1004869,95
xiaomi,1005152,93
xiaomi,100005472,92
xiaomi,1003942,89
xiaomi,1004876,89
xiaomi,1004042,81
xiaomi,100015032,76
xiaomi,1004129,73
xiaomi,1004156,71
xiaomi,1004143,68
xiaomi,1004819,68
xiaomi,1004791,67
xiaomi,1005254,66
xiaomi,1003855,65
xiaomi,1003943,64
xiaomi,1004060,63
xiaomi,1004837,63
xiaomi,1003856,62
xiaomi,1004059,62
xiaomi,1004136,62
xiaomi,1004617,59
xiaomi,1005231,57
xiaomi,1004173,56
xiaomi,1004868,56
xiaomi,1005084,55
xiaomi,1004214,53
xiaomi,1004405,53
xiaomi,1004461,52
xiaomi,1005032,51
xiaomi,1004807,48
xiaomi,100013980,45
xiaomi,1004404,42
xiaomi,100014109,42
xiaomi,1003869,40
xiaomi,1004224,37
xiaomi,1004320,32
xiaomi,1005035,32
xiaomi,1004142,30
xiaomi,1004460,30
xiaomi,1004145,29
xiaomi,1004077,28
xiaomi,1003527,27
xiaomi,1005030,26
xiaomi,1005149,25
xiaomi,1004403,24
xiaomi,100013991,24
xiaomi,100023500,24
xiaomi,1003997,23
xiaomi,1004787,22
xiaomi,1003338,20
xiaomi,1003652,20
xiaomi,100019218,20
xiaomi,1003665,18
xiaomi,1004062,17
xiaomi,1004796,16
xiaomi,1003870,15
xiaomi,1004450,15
xiaomi,1003339,14
xiaomi,1004726,14
xiaomi,1003530,13
xiaomi,1003883,13
xiaomi,1003890,13
xiaomi,1004080,12
xiaomi,1004162,12
xiaomi,1003882,11
xiaomi,1004442,11
xiaomi,1004681,11
xiaomi,1003347,10
xiaomi,1003461,10
xiaomi,1003484,10
xiaomi,1004078,10
xiaomi,1004213,10
xiaomi,1004494,10
xiaomi,1003176,9
xiaomi,1003571,9
xiaomi,1004219,9
xiaomi,1004493,9
xiaomi,1003572,8
xiaomi,1003901,8
xiaomi,1003936,8
xiaomi,1004034,8
xiaomi,1005150,8
xiaomi,1004816,7
xiaomi,1003509,6
xiaomi,1004406,6
xiaomi,1005255,6
xiaomi,1002996,5
xiaomi,1003551,5
xiaomi,1004149,5
xiaomi,1004184,5
xiaomi,1004196,5
xiaomi,1005046,5
xiaomi,1002987,4
xiaomi,1004190,4
xiaomi,1004518,4
xiaomi,1005010,4
xiaomi,1005044,4
xiaomi,1005283,4
xiaomi,100020739,4
xiaomi,1003656,3
xiaomi,1004019,3
xiaomi,1004138,3
xiaomi,1004429,3
xiaomi,1002881,2
xiaomi,1003293,2
xiaomi,1003566,2
xiaomi,1003570,2
xiaomi,1003636,2
xiaomi,1003892,2
xiaomi,1003896,2
xiaomi,1004191,2
xiaomi,1004541,2
xiaomi,1004778,2
xiaomi,1005224,2
xiaomi,1002883,1
xiaomi,1003895,1
xiaomi,1003919,1
xiaomi,1003937,1
xiaomi,1004130,1
xiaomi,1004218,1
zte,1004891,180
zte,1004892,84
zte,1003523,21
